,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,term_deposit
620,28,technician,single,secondary,no,527,yes,no,cellular,29,jan,161,2,265,1,failure,no
621,53,housemaid,married,tertiary,no,554,no,no,cellular,28,jan,48,1,181,5,failure,no
622,56,blue-collar,divorced,primary,no,190,yes,no,cellular,12,may,15,8,351,9,other,no
623,59,services,married,primary,no,1562,yes,no,telephone,6,apr,471,2,270,1,other,no
624,54,management,married,tertiary,no,1114,yes,no,cellular,21,nov,1195,2,175,1,other,no
625,38,technician,married,secondary,no,1931,no,no,cellular,2,jun,167,1,298,10,other,no
626,25,management,single,tertiary,no,2305,no,no,cellular,30,apr,193,1,86,1,failure,no
627,57,housemaid,married,secondary,no,5631,no,no,telephone,25,aug,68,1,90,5,other,no
628,33,management,single,tertiary,no,201,yes,no,cellular,19,nov,171,1,183,1,failure,no
629,37,technician,married,secondary,no,1116,yes,no,cellular,3,feb,18,6,201,7,other,no
630,31,technician,married,secondary,no,310,yes,no,cellular,17,apr,334,2,240,2,failure,no
631,43,blue-collar,married,primary,no,479,yes,no,cellular,14,may,293,2,370,2,failure,no
632,35,technician,single,secondary,no,1183,yes,no,cellular,21,nov,21,3,185,2,failure,no
633,31,entrepreneur,married,primary,no,-98,yes,no,cellular,18,may,9,3,362,7,failure,no
634,50,management,married,tertiary,no,0,no,no,cellular,10,aug,232,3,130,3,other,no
635,32,admin.,single,secondary,no,6981,yes,no,cellular,2,jun,154,1,194,3,failure,no
636,32,services,divorced,secondary,no,453,yes,no,cellular,17,apr,329,1,150,2,failure,no
637,49,blue-collar,married,secondary,no,4259,no,no,cellular,19,nov,146,3,111,7,failure,no
638,57,services,married,secondary,no,2476,yes,no,cellular,7,aug,239,1,459,1,success,no
639,33,management,single,tertiary,no,12686,yes,no,cellular,5,may,470,2,166,2,failure,no
640,47,services,divorced,primary,no,91,yes,no,cellular,17,apr,473,2,339,1,failure,no
641,55,admin.,divorced,secondary,no,1693,no,no,cellular,10,aug,247,1,102,3,success,no
642,37,management,married,tertiary,no,1639,yes,no,cellular,4,feb,207,3,272,3,other,no
643,37,blue-collar,married,primary,no,3574,yes,no,cellular,19,nov,178,1,170,2,failure,no
644,33,technician,single,tertiary,no,109,yes,yes,telephone,15,may,12,4,176,3,other,no
645,55,admin.,divorced,secondary,no,-288,yes,no,cellular,14,may,62,4,352,2,failure,no
646,42,admin.,single,secondary,no,684,no,no,cellular,7,dec,163,1,186,1,success,no
647,30,blue-collar,married,primary,no,236,yes,no,cellular,13,may,44,1,364,1,failure,no
648,30,management,married,tertiary,no,168,yes,no,cellular,18,may,229,2,355,1,failure,no
649,34,management,married,tertiary,no,2599,no,no,cellular,16,nov,95,1,200,2,success,no
650,32,management,single,tertiary,no,3050,yes,no,cellular,21,nov,58,1,182,1,failure,no
651,33,management,single,tertiary,no,437,yes,no,cellular,21,nov,285,1,179,4,other,no
652,37,management,married,tertiary,yes,0,no,no,cellular,17,nov,44,1,123,2,failure,no
653,54,technician,married,secondary,no,87,yes,no,cellular,12,may,20,8,350,9,failure,no
654,39,management,divorced,secondary,no,-17,no,no,cellular,16,apr,316,1,146,4,failure,no
655,49,admin.,married,secondary,no,197,yes,no,cellular,13,oct,404,1,68,1,other,no
656,22,student,single,secondary,no,2589,yes,no,cellular,15,may,239,1,352,1,other,no
657,48,admin.,divorced,secondary,no,-407,yes,no,cellular,14,may,210,2,352,1,failure,no
658,57,retired,married,primary,no,-464,yes,no,cellular,4,feb,75,1,190,6,failure,no
659,42,services,married,secondary,no,1048,yes,no,cellular,17,nov,71,1,186,1,failure,no
660,33,services,single,secondary,no,3269,no,yes,cellular,21,nov,381,1,126,1,failure,no
661,46,technician,divorced,secondary,no,111,yes,no,cellular,19,nov,178,3,183,2,other,no
662,56,admin.,married,secondary,no,1270,yes,no,cellular,17,nov,80,2,165,2,other,no
663,43,blue-collar,married,secondary,no,232,yes,no,telephone,8,may,128,8,324,7,other,no
664,60,technician,married,secondary,no,294,no,no,telephone,18,dec,104,5,198,4,success,no
665,33,management,married,tertiary,no,621,no,no,cellular,19,nov,1435,3,99,5,failure,no
666,55,blue-collar,married,primary,no,-636,yes,no,telephone,13,may,15,5,348,3,failure,no
667,45,management,married,secondary,no,38,yes,no,cellular,19,nov,159,1,188,2,failure,no
668,59,housemaid,married,secondary,no,0,no,no,telephone,27,oct,376,1,81,3,failure,no
669,32,blue-collar,single,secondary,no,-219,yes,no,cellular,7,may,446,6,342,2,failure,no
670,38,technician,married,secondary,no,525,yes,yes,telephone,18,may,15,7,178,1,other,no
671,59,management,married,tertiary,no,2143,yes,no,cellular,28,jan,59,1,268,1,failure,no
672,44,entrepreneur,married,tertiary,no,3463,yes,yes,cellular,28,jan,290,2,153,3,failure,no
673,54,retired,divorced,tertiary,no,349,yes,no,cellular,12,may,176,2,175,1,failure,no
674,35,entrepreneur,married,tertiary,no,0,no,no,cellular,5,may,74,1,168,4,failure,no
675,53,technician,married,tertiary,no,2336,no,no,telephone,30,jan,173,2,2,3,other,no
676,38,management,married,tertiary,no,-120,yes,no,cellular,11,may,148,1,367,2,failure,no
677,23,blue-collar,single,primary,no,382,no,no,cellular,15,jun,74,1,108,1,other,no
678,48,blue-collar,married,primary,no,551,yes,yes,cellular,17,apr,1064,3,303,5,failure,no
679,35,management,single,tertiary,no,1494,yes,no,cellular,6,may,311,1,169,2,success,no
680,37,admin.,single,secondary,no,862,no,no,cellular,20,nov,85,1,122,2,failure,no
681,57,admin.,married,secondary,no,1504,yes,no,cellular,29,jan,52,1,245,2,failure,no
682,42,services,married,primary,no,124,yes,no,cellular,2,feb,164,2,262,2,failure,no
683,43,blue-collar,married,primary,no,714,yes,no,cellular,18,may,16,6,362,28,failure,no
684,40,management,married,secondary,no,6695,yes,no,cellular,6,feb,297,1,252,1,failure,no
685,31,services,married,secondary,no,-163,yes,no,cellular,17,apr,135,1,270,2,failure,no
686,26,management,divorced,tertiary,yes,-402,no,yes,cellular,29,jan,66,2,262,2,failure,no
687,51,blue-collar,married,primary,no,1203,yes,yes,telephone,13,may,25,4,350,7,failure,no
688,27,admin.,single,tertiary,no,313,no,yes,cellular,3,sep,167,1,93,3,success,no
689,32,technician,single,secondary,no,337,yes,no,cellular,29,jan,213,2,261,1,other,no
690,19,student,single,secondary,no,55,no,no,telephone,6,oct,89,2,193,1,other,no
691,71,retired,married,tertiary,no,2651,no,no,cellular,24,aug,73,3,200,2,failure,no
692,29,admin.,married,secondary,no,6429,yes,yes,cellular,14,may,535,1,352,2,failure,no
693,36,blue-collar,married,primary,no,38,yes,yes,cellular,13,may,285,2,335,1,other,no
694,35,technician,single,tertiary,no,364,no,yes,cellular,30,jan,162,3,205,3,failure,no
695,54,blue-collar,married,primary,no,489,yes,yes,cellular,20,apr,280,4,287,3,other,no
696,41,blue-collar,married,primary,no,2562,yes,no,cellular,20,nov,157,1,189,4,failure,no
697,40,technician,single,secondary,no,572,no,no,cellular,20,nov,67,1,91,2,failure,no
698,39,management,divorced,tertiary,no,-980,yes,no,cellular,4,feb,52,2,260,1,failure,no
699,32,admin.,married,secondary,no,0,yes,yes,cellular,17,nov,159,2,195,2,failure,no
700,33,blue-collar,married,secondary,no,489,yes,no,cellular,17,apr,552,1,332,1,failure,no
701,45,technician,married,secondary,no,0,no,no,cellular,8,may,166,1,340,1,failure,no
702,51,blue-collar,single,secondary,no,708,yes,no,telephone,14,may,391,1,364,1,failure,no
703,36,blue-collar,married,secondary,no,-42,no,yes,cellular,2,feb,521,2,193,2,other,no
704,37,admin.,divorced,secondary,no,496,no,no,cellular,4,feb,118,4,272,3,failure,no
705,27,blue-collar,single,primary,no,497,yes,no,cellular,20,apr,255,2,272,1,other,no
706,32,admin.,married,secondary,no,3540,yes,no,cellular,18,may,213,1,178,1,failure,no
707,44,services,single,secondary,no,5045,yes,no,cellular,21,nov,20,6,175,15,other,no
708,45,blue-collar,married,primary,no,0,yes,yes,cellular,12,may,36,3,172,5,failure,no
709,29,self-employed,married,tertiary,no,0,yes,no,cellular,7,may,253,2,302,1,failure,no
710,35,admin.,single,secondary,no,1810,yes,no,cellular,25,aug,52,2,92,2,failure,no
711,45,technician,divorced,secondary,no,976,yes,no,cellular,17,apr,183,1,338,2,failure,no
712,44,blue-collar,married,secondary,no,294,yes,no,cellular,2,feb,246,1,259,2,failure,no
713,33,blue-collar,married,primary,no,158,yes,no,cellular,4,feb,110,1,264,4,failure,no
714,39,admin.,married,secondary,no,2319,no,no,cellular,21,nov,48,1,137,1,failure,no
715,37,management,single,tertiary,no,230,yes,yes,cellular,2,feb,120,2,272,1,failure,no
716,48,blue-collar,married,secondary,no,578,yes,no,cellular,2,feb,70,1,250,1,failure,no
717,27,technician,single,tertiary,no,808,yes,no,cellular,15,may,578,1,364,1,other,no
718,49,management,divorced,secondary,no,1598,yes,no,cellular,12,may,76,2,348,1,failure,no
719,49,technician,married,secondary,no,305,no,no,cellular,7,aug,140,1,99,1,failure,no
720,38,services,married,secondary,no,780,yes,no,cellular,13,may,262,1,343,5,failure,no
721,56,admin.,married,primary,no,0,yes,no,cellular,3,apr,353,2,227,4,failure,no
722,57,blue-collar,married,secondary,no,1521,yes,yes,cellular,18,may,102,2,178,5,failure,no
723,32,blue-collar,married,secondary,no,25,yes,no,cellular,6,may,28,2,345,3,other,no
724,30,management,single,tertiary,no,277,yes,no,cellular,8,may,166,1,42,1,other,no
725,40,self-employed,married,primary,no,2077,yes,no,cellular,13,may,363,1,173,24,other,no
726,33,management,divorced,tertiary,no,1,yes,no,cellular,5,feb,26,8,267,1,other,no
727,34,management,married,tertiary,no,4859,no,no,cellular,30,apr,113,1,37,1,other,no
728,32,management,single,tertiary,no,6248,yes,no,cellular,15,may,64,3,371,2,failure,no
729,40,services,married,secondary,no,0,yes,no,cellular,21,nov,43,1,185,2,failure,no
730,53,entrepreneur,married,secondary,no,230,yes,no,cellular,4,feb,56,2,250,1,other,no
731,46,management,married,tertiary,no,2671,no,no,cellular,13,nov,180,3,91,4,success,no
732,27,blue-collar,single,secondary,no,2,no,no,telephone,13,may,15,7,366,10,other,no
733,33,services,married,secondary,no,1078,yes,no,cellular,13,may,320,4,175,4,other,no
734,55,technician,divorced,tertiary,no,525,yes,no,cellular,15,may,28,8,366,4,other,no
735,32,services,divorced,secondary,no,5267,yes,no,cellular,21,nov,183,1,168,2,failure,no
736,33,admin.,single,primary,no,-258,yes,no,cellular,15,may,158,2,352,2,failure,no
737,55,management,single,tertiary,no,4847,yes,no,cellular,21,nov,18,4,106,2,other,no
738,31,unemployed,single,secondary,no,315,no,no,cellular,30,jan,130,1,2,1,other,no
739,44,blue-collar,single,primary,no,1593,yes,no,cellular,19,nov,201,2,174,3,success,no
740,46,management,married,tertiary,no,4301,yes,yes,cellular,18,nov,50,1,183,2,failure,no
741,34,technician,divorced,secondary,no,558,yes,no,cellular,7,may,130,2,167,5,failure,no
742,39,management,single,tertiary,no,202,yes,no,cellular,12,may,59,1,301,1,other,no
743,48,technician,married,tertiary,no,2,no,no,cellular,3,feb,165,5,6,3,other,no
744,42,admin.,married,secondary,no,0,yes,no,cellular,20,apr,72,1,154,2,failure,no
745,44,technician,married,secondary,no,2626,yes,no,cellular,18,nov,170,2,188,3,failure,no
746,28,self-employed,single,secondary,no,1166,no,yes,cellular,30,jan,177,3,192,3,other,no
747,50,management,married,tertiary,no,112,yes,no,cellular,4,nov,70,5,85,5,other,no
748,47,management,divorced,tertiary,no,-49,yes,no,cellular,13,may,14,6,327,23,failure,no
749,23,blue-collar,single,primary,no,3198,yes,no,cellular,15,may,224,1,352,2,failure,no
750,37,admin.,single,secondary,no,16,no,no,cellular,18,may,488,5,336,2,failure,no
751,39,services,married,secondary,no,173,yes,no,cellular,18,nov,96,2,182,2,failure,no
752,37,management,married,primary,no,3953,yes,no,cellular,6,apr,610,2,138,1,failure,no
753,37,services,single,secondary,no,174,yes,no,cellular,2,feb,134,1,271,2,failure,no
754,50,technician,married,secondary,no,-353,yes,yes,cellular,18,nov,162,1,175,2,failure,no
755,30,blue-collar,single,secondary,no,8950,yes,no,cellular,18,may,11,4,355,1,other,no
756,27,self-employed,married,tertiary,no,10005,yes,no,cellular,14,apr,163,3,271,2,failure,no
757,26,services,single,secondary,no,212,yes,no,cellular,15,may,144,2,352,1,other,no
758,35,unemployed,divorced,tertiary,no,8903,yes,no,cellular,15,may,171,1,175,6,failure,no
759,38,services,married,secondary,no,4392,no,no,cellular,18,nov,23,2,110,2,failure,no
760,33,services,married,secondary,no,317,yes,no,cellular,2,feb,141,4,201,1,other,no
761,32,admin.,divorced,secondary,no,2294,yes,no,cellular,5,feb,342,2,260,2,failure,no
762,71,technician,married,tertiary,no,383,no,no,cellular,27,oct,327,2,183,3,success,no
763,37,unemployed,single,secondary,no,490,yes,yes,cellular,7,may,739,2,325,3,failure,no
764,28,technician,single,tertiary,no,426,no,no,cellular,18,may,11,4,355,1,other,no
765,45,technician,married,secondary,no,3395,yes,no,cellular,18,nov,92,1,188,1,failure,no
766,60,retired,divorced,tertiary,no,4,yes,no,cellular,26,may,400,3,358,2,failure,no
767,35,blue-collar,married,secondary,no,233,yes,no,cellular,13,may,66,1,176,1,failure,no
768,35,services,divorced,secondary,no,204,yes,no,cellular,17,nov,295,1,186,9,other,no
769,32,technician,single,secondary,no,1210,yes,yes,cellular,7,may,107,1,344,4,failure,no
770,47,technician,married,secondary,no,80,no,yes,cellular,17,nov,74,1,145,1,failure,no
771,43,housemaid,married,primary,no,0,no,yes,cellular,17,nov,836,1,129,2,failure,no
772,52,unemployed,married,secondary,no,94,no,no,cellular,4,may,223,9,4,1,success,no
773,30,management,married,tertiary,no,314,no,no,cellular,19,nov,364,2,175,2,success,no
774,43,blue-collar,married,secondary,no,3311,yes,no,telephone,20,nov,105,2,184,3,other,no
775,33,technician,married,tertiary,no,525,yes,yes,cellular,30,jan,499,1,247,1,failure,no
776,32,blue-collar,married,primary,yes,-148,yes,no,cellular,4,may,326,3,357,15,other,no
777,38,blue-collar,married,primary,no,0,yes,no,cellular,17,nov,78,2,193,2,failure,no
778,50,blue-collar,married,primary,no,0,no,no,cellular,21,nov,281,2,191,2,failure,no
779,47,blue-collar,single,secondary,no,57,yes,no,cellular,18,may,72,3,369,4,failure,no
780,30,blue-collar,married,secondary,no,313,yes,yes,cellular,6,may,311,3,364,1,failure,no
781,35,blue-collar,married,secondary,no,1831,yes,no,cellular,13,may,96,2,358,2,failure,no
782,34,management,divorced,tertiary,no,471,no,no,cellular,20,apr,247,1,332,4,failure,no
783,41,entrepreneur,married,secondary,no,0,yes,yes,cellular,21,nov,12,5,190,1,failure,no
784,41,technician,divorced,secondary,no,348,yes,no,cellular,7,may,225,2,275,2,failure,no
785,26,blue-collar,married,secondary,no,647,yes,no,cellular,17,apr,357,2,331,1,other,no
786,35,management,divorced,tertiary,no,500,yes,no,cellular,5,feb,177,1,252,1,failure,no
787,26,admin.,single,secondary,no,681,yes,no,cellular,14,may,336,2,322,3,failure,no
788,45,technician,single,primary,no,237,yes,no,cellular,14,apr,110,1,263,1,failure,no
789,65,retired,married,secondary,no,1370,no,no,cellular,12,nov,177,1,92,1,failure,no
790,32,management,married,tertiary,no,3154,no,no,cellular,3,jun,126,1,44,4,failure,no
791,35,blue-collar,single,primary,no,246,no,no,cellular,14,may,157,2,345,5,failure,no
792,31,services,single,secondary,no,1510,yes,no,cellular,13,may,72,4,176,1,failure,no
793,37,admin.,divorced,secondary,no,246,yes,no,cellular,11,may,288,1,360,2,failure,no
794,33,admin.,married,secondary,no,6,yes,no,cellular,20,apr,386,1,349,3,other,no
795,31,blue-collar,married,secondary,no,360,yes,yes,cellular,29,jan,89,1,241,1,failure,no
796,38,self-employed,married,secondary,no,1029,yes,no,cellular,4,feb,206,3,223,1,other,no
797,31,blue-collar,married,secondary,no,631,yes,no,cellular,20,apr,211,2,152,2,failure,no
798,35,blue-collar,single,primary,no,2040,no,no,cellular,21,nov,258,1,157,4,failure,no
799,50,blue-collar,married,secondary,no,16,yes,no,cellular,7,may,290,1,356,11,failure,no
800,54,self-employed,married,tertiary,no,368,no,no,cellular,18,nov,74,2,110,4,failure,no
801,40,admin.,divorced,secondary,no,2679,yes,yes,cellular,8,may,122,1,350,1,failure,no
802,56,management,divorced,tertiary,no,722,no,no,cellular,19,feb,134,3,94,2,failure,no
803,37,technician,single,tertiary,no,-487,yes,no,cellular,12,may,358,1,260,5,other,no
804,34,entrepreneur,married,secondary,no,3119,yes,no,cellular,20,nov,505,1,183,4,failure,no
805,59,retired,married,secondary,no,2291,no,yes,cellular,19,nov,190,1,128,3,failure,no
806,32,technician,single,tertiary,no,69,no,no,cellular,7,may,95,1,357,3,other,no
807,37,blue-collar,married,secondary,no,513,yes,no,cellular,13,may,134,1,362,3,failure,no
808,20,student,single,secondary,no,1191,no,no,cellular,28,sep,500,2,228,1,failure,no
809,37,technician,married,secondary,no,83,yes,no,cellular,6,may,68,1,363,1,failure,no
810,30,blue-collar,married,secondary,no,23,yes,no,cellular,8,may,129,2,359,4,failure,no
811,44,technician,single,secondary,no,59,yes,no,cellular,18,may,9,4,341,19,failure,no
812,34,blue-collar,single,secondary,no,-317,yes,no,cellular,17,apr,518,3,346,1,other,no
813,34,technician,married,secondary,no,-228,yes,no,cellular,20,apr,187,3,332,3,other,no
814,55,retired,married,secondary,no,785,yes,no,cellular,14,may,47,1,370,2,failure,no
815,47,services,married,secondary,no,311,yes,yes,cellular,12,may,238,1,301,3,failure,no
816,43,management,married,tertiary,no,1158,yes,no,telephone,12,may,236,6,342,1,other,no
817,36,services,divorced,secondary,no,532,yes,no,cellular,29,jan,391,1,241,1,failure,no
818,35,admin.,married,secondary,no,147,yes,yes,cellular,29,jan,41,1,184,7,failure,no
819,33,management,married,tertiary,no,0,yes,no,cellular,19,nov,295,1,170,1,failure,no
820,41,blue-collar,married,secondary,no,1245,yes,no,cellular,4,feb,123,1,271,1,failure,no
821,37,blue-collar,married,primary,no,37,yes,no,cellular,13,may,24,2,362,1,other,no
822,37,services,single,secondary,no,62,yes,no,cellular,28,jan,252,2,268,2,failure,no
823,55,admin.,married,secondary,no,865,yes,no,cellular,8,jul,105,1,82,2,failure,no
824,33,blue-collar,married,secondary,no,4996,yes,no,cellular,18,may,15,9,363,2,failure,no
825,27,admin.,single,secondary,no,4590,yes,no,cellular,13,aug,75,1,442,2,failure,no
826,58,blue-collar,married,primary,no,5431,yes,yes,cellular,15,may,327,3,374,1,failure,no
827,50,management,divorced,tertiary,no,-5,yes,no,cellular,5,feb,1118,1,8,1,other,no
828,29,technician,married,secondary,no,1599,yes,no,cellular,8,jul,115,1,61,1,failure,no
829,32,self-employed,divorced,tertiary,no,3695,yes,no,cellular,15,may,34,1,353,3,other,no
830,53,services,married,secondary,no,1364,no,no,cellular,17,nov,508,1,115,1,failure,no
831,32,admin.,married,secondary,no,3052,yes,yes,cellular,20,apr,253,3,151,4,failure,no
832,51,blue-collar,married,primary,no,354,yes,no,cellular,14,may,276,2,344,1,other,no
833,53,services,married,secondary,no,1563,yes,no,cellular,2,feb,124,2,5,1,other,no
834,33,blue-collar,married,secondary,no,2254,yes,no,cellular,17,apr,130,1,148,1,failure,no
835,32,technician,single,secondary,no,271,yes,no,cellular,13,may,80,2,268,2,other,no
836,31,blue-collar,divorced,secondary,no,-209,yes,no,cellular,8,may,154,3,367,2,failure,no
837,36,management,single,tertiary,no,20,yes,no,cellular,20,apr,766,2,150,3,other,no
838,31,management,single,tertiary,no,1120,yes,no,cellular,29,jan,217,2,239,1,other,no
839,27,blue-collar,married,secondary,no,484,yes,no,cellular,15,may,210,1,361,2,failure,no
840,33,blue-collar,married,secondary,no,249,yes,no,cellular,14,may,7,7,287,4,failure,no
841,56,technician,married,secondary,no,778,no,no,cellular,2,feb,315,2,208,1,failure,no
842,37,unemployed,married,secondary,no,2424,no,no,cellular,20,nov,633,2,156,2,other,no
843,39,blue-collar,single,secondary,no,522,yes,no,telephone,14,may,225,7,350,2,failure,no
844,54,technician,married,secondary,no,0,no,no,telephone,16,nov,986,1,94,8,failure,no
845,50,housemaid,divorced,secondary,no,0,no,no,telephone,13,aug,43,1,105,2,failure,no
846,33,services,single,secondary,no,100,yes,no,cellular,14,may,11,8,297,7,other,no
847,40,blue-collar,married,primary,no,-616,yes,no,cellular,21,nov,182,1,157,2,failure,no
848,31,self-employed,married,secondary,no,581,yes,no,cellular,14,may,303,3,174,3,failure,no
849,35,blue-collar,married,secondary,no,577,no,no,cellular,13,may,55,1,364,1,failure,no
850,37,management,married,tertiary,no,393,yes,no,cellular,12,aug,62,2,104,2,success,no
851,47,blue-collar,married,secondary,no,676,yes,no,cellular,29,jan,110,1,184,4,other,no
852,52,blue-collar,married,secondary,no,33,no,yes,cellular,13,may,204,1,331,3,success,no
853,38,technician,single,secondary,no,2442,no,no,cellular,27,may,161,1,100,3,success,no
854,47,admin.,married,secondary,no,829,yes,yes,cellular,18,nov,48,1,188,1,failure,no
855,39,technician,married,secondary,no,6,yes,no,cellular,18,may,122,3,357,4,failure,no
856,55,blue-collar,married,primary,no,-219,yes,no,telephone,14,may,427,2,364,4,failure,no
857,35,blue-collar,married,primary,no,-167,yes,no,cellular,15,may,195,3,359,1,failure,no
858,52,management,divorced,primary,no,11,no,no,cellular,6,feb,365,1,9,1,other,no
859,32,management,married,tertiary,no,1388,yes,no,cellular,13,aug,102,1,105,1,success,no
860,38,technician,married,secondary,no,976,yes,no,cellular,18,may,32,8,308,3,success,no
861,41,management,married,tertiary,no,2487,no,no,cellular,5,aug,206,1,97,1,failure,no
862,27,student,single,secondary,no,91,no,no,telephone,4,dec,157,6,95,37,other,no
863,45,blue-collar,single,secondary,no,0,yes,no,cellular,16,oct,283,1,165,3,failure,no
864,57,management,married,tertiary,no,779,yes,no,cellular,7,may,282,1,367,1,failure,no
865,43,blue-collar,married,secondary,no,-755,yes,yes,cellular,5,may,162,1,337,1,failure,no
866,32,management,married,tertiary,no,2667,yes,no,cellular,4,sep,171,2,186,2,failure,no
867,41,management,single,tertiary,no,195,no,no,cellular,20,nov,125,1,167,2,failure,no
868,49,self-employed,married,tertiary,no,503,yes,no,cellular,27,feb,118,5,21,5,failure,no
869,42,technician,married,secondary,no,2037,no,yes,cellular,5,feb,135,1,8,1,other,no
870,33,management,married,tertiary,no,741,no,no,cellular,5,feb,283,1,260,1,failure,no
871,48,blue-collar,married,secondary,no,1730,yes,no,cellular,10,aug,158,1,102,1,success,no
872,31,technician,single,secondary,no,102,yes,no,telephone,17,apr,460,2,345,2,failure,no
873,37,management,married,tertiary,no,596,yes,no,cellular,13,may,281,1,345,2,failure,no
874,31,blue-collar,married,primary,no,554,yes,no,cellular,14,may,317,1,352,5,failure,no
875,49,blue-collar,married,primary,no,762,yes,no,cellular,7,may,373,2,360,4,failure,no
876,28,services,married,secondary,no,0,yes,no,cellular,5,may,334,1,355,6,failure,no
877,37,blue-collar,married,secondary,no,771,yes,no,cellular,11,may,262,2,367,4,failure,no
878,33,technician,divorced,secondary,no,557,yes,no,cellular,20,nov,89,1,91,1,failure,no
879,35,blue-collar,married,secondary,no,848,yes,no,cellular,7,may,174,3,366,2,failure,no
880,32,technician,single,tertiary,no,1527,yes,no,cellular,9,nov,270,1,144,2,failure,no
881,40,admin.,divorced,secondary,no,399,yes,yes,cellular,18,nov,166,3,96,2,failure,no
882,39,technician,married,secondary,no,0,yes,no,cellular,23,oct,622,1,184,1,success,no
883,45,management,married,tertiary,no,7154,yes,no,cellular,19,nov,93,3,111,3,failure,no
884,54,technician,divorced,secondary,no,1663,yes,no,telephone,20,apr,41,1,150,9,other,no
885,59,self-employed,married,primary,no,671,yes,no,cellular,15,may,57,2,332,3,failure,no
886,37,management,married,tertiary,no,489,yes,no,cellular,3,apr,246,2,133,6,failure,no
887,42,management,married,secondary,no,1042,yes,no,cellular,11,may,465,1,364,3,other,no
888,53,entrepreneur,divorced,tertiary,no,81,yes,no,cellular,6,may,178,5,352,3,failure,no
889,36,management,married,secondary,no,1160,yes,no,cellular,15,apr,56,1,323,3,failure,no
890,39,management,divorced,tertiary,no,1315,yes,no,cellular,19,nov,1337,4,126,1,failure,no
891,36,management,married,tertiary,no,396,no,no,cellular,21,nov,64,2,100,5,failure,no
892,23,blue-collar,married,primary,no,531,yes,no,cellular,15,may,509,3,345,9,other,no
893,46,services,married,secondary,no,417,yes,no,cellular,30,jan,219,1,2,1,other,no
894,30,management,married,tertiary,no,740,yes,yes,cellular,11,may,242,3,341,1,other,no
895,45,self-employed,married,tertiary,no,430,yes,no,cellular,2,feb,221,1,206,2,failure,no
896,33,technician,married,secondary,no,1234,no,no,cellular,19,nov,109,1,10,1,failure,no
897,39,blue-collar,married,primary,no,2366,yes,no,cellular,16,apr,1007,3,325,4,failure,no
898,34,admin.,married,tertiary,no,21,no,yes,cellular,2,jun,269,1,92,2,failure,no
899,33,management,single,secondary,no,1615,yes,no,cellular,14,may,178,8,174,3,failure,no
900,35,technician,divorced,tertiary,no,1718,yes,yes,cellular,17,nov,74,1,167,16,other,no
901,34,blue-collar,married,primary,no,392,yes,no,cellular,18,may,180,3,360,1,failure,no
902,37,blue-collar,married,secondary,no,723,yes,no,cellular,18,nov,119,1,110,2,failure,no
903,37,management,married,secondary,no,510,yes,no,cellular,19,nov,67,2,90,6,failure,no
904,29,technician,divorced,secondary,no,477,yes,yes,cellular,11,may,58,1,305,1,failure,no
905,36,management,single,tertiary,no,181,yes,no,cellular,13,may,159,2,278,4,failure,no
906,40,blue-collar,married,secondary,no,195,yes,no,cellular,5,may,99,5,333,5,other,no
907,33,admin.,divorced,secondary,no,661,yes,no,cellular,18,nov,411,1,173,2,other,no
908,26,management,single,tertiary,no,1274,yes,no,cellular,1,jun,190,1,84,1,failure,no
909,31,management,single,tertiary,no,358,yes,no,cellular,30,jan,68,3,256,51,failure,no
910,33,admin.,single,secondary,no,0,no,no,cellular,20,aug,201,2,204,2,other,no
911,28,blue-collar,single,secondary,no,2486,yes,no,telephone,18,may,26,5,354,1,success,no
912,42,blue-collar,single,primary,no,22,yes,no,cellular,14,may,116,4,365,1,failure,no
913,44,blue-collar,single,secondary,no,492,no,yes,cellular,12,may,209,2,351,3,other,no
914,44,technician,married,tertiary,no,4580,yes,no,cellular,20,nov,192,2,189,2,success,no
915,57,blue-collar,married,secondary,no,1412,yes,no,cellular,9,apr,89,1,330,1,failure,no
916,39,technician,single,secondary,no,-143,yes,no,cellular,14,may,93,2,349,7,failure,no
917,47,management,married,tertiary,no,109,yes,no,cellular,16,apr,91,2,268,1,failure,no
918,46,management,divorced,tertiary,no,225,yes,no,cellular,14,may,201,1,345,1,other,no
919,37,management,married,tertiary,no,1594,yes,no,cellular,17,apr,110,1,260,5,failure,no
920,37,blue-collar,single,secondary,no,690,yes,no,cellular,18,nov,105,1,179,2,failure,no
921,51,entrepreneur,married,secondary,no,653,yes,no,cellular,20,nov,16,9,112,37,other,no
922,39,blue-collar,married,primary,no,976,yes,no,cellular,30,jan,80,1,2,2,other,no
923,35,technician,divorced,secondary,no,44,yes,yes,cellular,7,may,366,1,167,2,failure,no
924,57,admin.,single,secondary,no,738,no,no,cellular,4,may,490,3,168,1,failure,no
925,37,blue-collar,married,secondary,no,223,yes,no,cellular,11,may,552,2,301,2,failure,no
926,54,technician,married,secondary,no,230,no,yes,cellular,21,nov,401,1,100,2,failure,no
927,48,technician,divorced,secondary,no,168,yes,yes,cellular,15,may,100,2,361,1,other,no
928,39,admin.,married,secondary,no,150,no,no,cellular,25,sep,55,1,46,7,other,no
929,34,admin.,single,tertiary,no,18,yes,yes,cellular,27,oct,114,1,180,1,success,no
